Data;Hora;ID do Pedido;Código;Produto;Categoria;SubCategoria;Quantidade; Preço Unitário ; Total do Pedido ; Custo Unitário ; Custo Total ;Forma de Pagamento;Tipo;Localidade; Bairro 
26/04/2023;13:11;3973;286;ESCONDIDINHO DE CARNE DE SOL INDIVIDUAL;ALIMENTOS; PRATOS DE CARNES;1;R$ 53,83 ;R$ 53,83 ;R$ 19,76 ;19,76;Pix;Presencial;Sorocaba;Vila Hortência
26/04/2023;19:15;3974;13;ISCA DE PEIXE;ALIMENTOS; ENTRADAS;5;R$ 59,62 ;R$ 298,10 ;R$ 21,89 ;109,45;Dinheiro;Presencial;Sorocaba;Jardim Piazza Di Roma
26/04/2023;21:21;3975;8;CAMARAO A MILANESA;ALIMENTOS; ENTRADAS;3;R$ 69,37 ;R$ 208,11 ;R$ 19,18 ;57,53;Pix;Presencial;Votorantim;Vossoroca
26/04/2023;21:10;3976;29;VINAGRETE DE POLVO;ALIMENTOS; ENTRADAS;2;R$ 75,80 ;R$ 151,60 ;R$ 28,60 ;57,2;Cartão de Crédito;Delivery;Sorocaba;Jardim Piazza Di Roma
26/04/2023;13:05;3977;100;CAVALA EM POSTA;ALIMENTOS; PRATOS DE PEIXES FRUTOS DO MAR;1;R$ 109,63 ;R$ 109,63 ;R$ 20,99 ;20,99;Cartão de Crédito;Presencial;Sorocaba;Jardim Paulista
26/04/2023;11:34;3978;106;FILE DE PARGO COM ALCAPARRAS;ALIMENTOS; PRATOS DE PEIXES FRUTOS DO MAR;1;R$ 117,38 ;R$ 117,38 ;R$ 52,01 ;52,01;Cartão de Crédito;Presencial;Sorocaba;Vila Serrana
27/04/2023;19:53;3979;1101;REFRIGERANTE SPRITE FRESH LIMAO 510ML PET;BEBIDAS NAO ALCOOLICAS ; REFRIGERANTE;2;R$ 5,00 ;R$ 10,00 ;R$ 2,99 ;5,98;Cartão de Crédito;Presencial;Votorantim;Jardim Tatiana
27/04/2023;11:22;3980;904;REFRIGERANTE KS SPRITE 290ML;BEBIDAS NAO ALCOOLICAS ; REFRIGERANTE;1;R$ 5,49 ;R$ 5,49 ;R$ 2,03 ;2,03;Dinheiro;Delivery;Sorocaba;Jardim São Paulo
27/04/2023;14:24;3981;975;AGUA MINERAL SCHIN 500ML SEM GAS;BEBIDAS NAO ALCOOLICAS ; AGUA MINERAL;1;R$ 5,50 ;R$ 5,50 ;R$ 1,00 ;1;Cartão de Crédito;Presencial;Sorocaba;Jardim Piazza Di Roma
27/04/2023;20:45;3982;343;TORRADAS 100G;ALIMENTOS; ACOMPANHAMENTOS;1;R$ 5,90 ;R$ 5,90 ;R$ 1,36 ;1,36;Cartão de Crédito;Presencial;Votorantim;Vossoroca
27/04/2023;13:53;3983;930;REFRIGERANTE LATA COCA COLA 350ML;BEBIDAS NAO ALCOOLICAS ; REFRIGERANTE;11;R$ 6,00 ;R$ 66,00 ;R$ 2,64 ;29,04;Cartão de Crédito;Presencial;Sorocaba;Campolim
27/04/2023;20:15;3984;931;REFRIGERANTE LATA COCA ZERO 350ML;BEBIDAS NAO ALCOOLICAS ; REFRIGERANTE;4;R$ 6,50 ;R$ 26,00 ;R$ 2,77 ;11,07;Cartão de Crédito;Delivery;Sorocaba;Jardim Tulipas
27/04/2023;20:08;3985;935;REFRIGERANTE LATA FANTA UVA 350ML;BEBIDAS NAO ALCOOLICAS ; REFRIGERANTE;1;R$ 6,50 ;R$ 6,50 ;R$ 2,44 ;2,44;Pix;Presencial;Sorocaba;Jardim Tulipas
27/04/2023;13:08;3986;929;COCO VERDE UND;BEBIDAS NAO ALCOOLICAS ; COCO VERDE;57;R$ 6,69 ;R$ 381,33 ;R$ 2,00 ;114;Cartão de Crédito;Presencial;Sorocaba;Jardim Europa
27/04/2023;20:08;3987;672;REFRIGERANTE TONICA CITRUS SCHWEPPES;BEBIDAS NAO ALCOOLICAS ; REFRIGERANTE;7;R$ 7,00 ;R$ 49,00 ;R$ 2,64 ;18,48;Pix;Delivery;Sorocaba;Jardim Tulipas
27/04/2023;21:58;3988;901;REFRIGERANTE KS COCA COLA ZERO 290ML;BEBIDAS NAO ALCOOLICAS ; REFRIGERANTE;10;R$ 7,85 ;R$ 78,50 ;R$ 2,03 ;20,3;Cartão de Crédito;Presencial;Sorocaba;Campolim
27/04/2023;14:41;3989;554;CAMPARI DOSE;BEBIDAS ALCOOLICAS ; DESTILADOS DIVERSOS;7;R$ 7,90 ;R$ 55,30 ;R$ 3,00 ;21;Cartão de Crédito;Delivery;Votorantim;Jardim Tatiana
27/04/2023;14:53;3990;970;SUCO COPO LIMAO;BEBIDAS NAO ALCOOLICAS ; SUCOS DE FRUTA;2;R$ 9,53 ;R$ 19,06 ;R$ 1,34 ;2,68;Pix;Delivery;Sorocaba;Jardim São Paulo
27/04/2023;21:27;3991;969;SUCO COPO ABACAXI COM HORTELA;BEBIDAS NAO ALCOOLICAS ; SUCOS DE FRUTA;1;R$ 9,87 ;R$ 9,87 ;R$ 1,80 ;1,8;Cartão de Crédito;Presencial;Sorocaba;Jardim Piazza Di Roma
27/04/2023;12:04;3992;826;CERVEJA EISENBAHN PILSEN LONG NECK 355ML;BEBIDAS ALCOOLICAS ; CERVEJA LONG NECK;1;R$ 13,90 ;R$ 13,90 ;R$ 5,18 ;5,18;Pix;Presencial;Sorocaba;Jardim São Paulo
27/04/2023;11:49;3993;811;CERVEJA TIGER 600ML;BEBIDAS ALCOOLICAS ; CERVEJAS 600ML;2;R$ 13,90 ;R$ 27,80 ;R$ 5,61 ;11,22;Cartão de Crédito;Delivery;Sorocaba;Jardim do Sol
27/04/2023;21:24;3994;1901;SOBREMESA CHARLOTE UND; DOCES ; TORTAS ;1;R$ 18,53 ;R$ 18,53 ;R$ 12,60 ;12,6;Pix;Presencial;Votorantim;Jardim Primavera
27/04/2023;19:56;3995;926;ENERGETICO RED BULL 250ML;BEBIDAS NAO ALCOOLICAS ; REFRIGERANTE;2;R$ 19,51 ;R$ 39,02 ;R$ 7,66 ;15,32;Cartão de Crédito;Delivery;Sorocaba;Jardim Tulipas
27/04/2023;14:26;3996;241;CAIP FRUTA YPIOCA;DRINKS; CAIPIROSCAS DE FRUTA;6;R$ 19,84 ;R$ 119,04 ;R$ 2,72 ;16,31;Cartão de Crédito;Delivery;Sorocaba;Jardim São Paulo
27/04/2023;11:23;3997;558;VODKA SMIRNOFF ICE 275ML UND;BEBIDAS ALCOOLICAS ; VODKAS;3;R$ 19,90 ;R$ 59,70 ;R$ 7,54 ;22,63;Cartão de Crédito;Presencial;Sorocaba;Jardim Europa
27/04/2023;19:58;3998;3;CALDO DE PEIXE;ALIMENTOS; ENTRADAS;2;R$ 19,91 ;R$ 39,82 ;R$ 2,00 ;4;Cartão de Crédito;Presencial;Sorocaba;Vila Hortência
27/04/2023;21:10;3999;805;CERVEJA HEINEKEN 600ML;BEBIDAS ALCOOLICAS ; CERVEJAS 600ML;113;R$ 12,00 ;R$ 1.356,00 ;R$ 9,04 ;1.021,52;Pix;Presencial;Sorocaba;Jardim Piazza Di Roma
27/04/2023;11:43;4000;602;CAIP ESPECIAIS YPIOCA;DRINKS; COQUETEIS;2;R$ 22,90 ;R$ 45,80 ;R$ 3,56 ;7,11;Pix;Presencial;Sorocaba;Jardim São Paulo
27/04/2023;13:22;4001;2258;BROWNIE COMPLETO COM SORVETE UN; DOCES ; TORTAS ;1;R$ 25,70 ;R$ 25,70 ;R$ 12,98 ;12,98;Dinheiro;Presencial;Sorocaba;Jardim Paulista
27/04/2023;13:35;4002;16;MACAXEIRA FRITA;ALIMENTOS; ENTRADAS;1;R$ 27,86 ;R$ 27,86 ;R$ 2,29 ;2,29;Cartão de Crédito;Presencial;Sorocaba;Jardim Vergueiro
27/04/2023;11:44;4003;172;ARROZ DE CAMARAO INDIVIDUAL;ALIMENTOS; PRATOS RISOTOS;1;R$ 35,00 ;R$ 35,00 ;R$ 21,07 ;21,07;Pix;Presencial;Votorantim;Jardim Tatiana
27/04/2023;13:57;4004;109;MOQUECA DE ARRAIA 200G;ALIMENTOS; ENTRADAS;1;R$ 36,03 ;R$ 36,03 ;R$ 7,29 ;7,29;Cartão de Crédito;Presencial;Sorocaba;Campolim
27/04/2023;11:15;4005;80;BOLINHA DE CAMARAO CATUPIRI;ALIMENTOS; ENTRADAS;3;R$ 38,96 ;R$ 116,88 ;R$ 5,73 ;17,2;Pix;Presencial;Sorocaba;Vila Serrana
27/04/2023;12:35;4006;10;PIABA FRITA;ALIMENTOS; ENTRADAS;2;R$ 39,78 ;R$ 79,56 ;R$ 5,29 ;10,58;Dinheiro;Delivery;Sorocaba;Jardim Piazza Di Roma
27/04/2023;14:18;4007;2;CASQUINHA DE CARANGUEJO;ALIMENTOS; ENTRADAS;4;R$ 39,88 ;R$ 159,52 ;R$ 6,41 ;25,65;Cartão de Crédito;Presencial;Sorocaba;Jardim do Sol
27/04/2023;12:41;4008;14;FRANGO A PASSARINHA;ALIMENTOS; ENTRADAS;1;R$ 48,64 ;R$ 48,64 ;R$ 20,16 ;20,16;Pix;Presencial;Votorantim;Jardim Serrano
27/04/2023;12:03;4009;4;ARRUMADINHO;ALIMENTOS; ENTRADAS;2;R$ 50,68 ;R$ 101,36 ;R$ 16,71 ;33,41;Dinheiro;Presencial;Sorocaba;Jardim do Sol
27/04/2023;20:17;4010;286;ESCONDIDINHO DE CARNE DE SOL INDIVIDUAL;ALIMENTOS; PRATOS DE CARNES;1;R$ 53,83 ;R$ 53,83 ;R$ 19,76 ;19,76;Pix;Presencial;Votorantim;Vila Nova
27/04/2023;22:01;4011;44;COSTELINHA DE TAMBAQUI;ALIMENTOS; ENTRADAS;2;R$ 54,90 ;R$ 109,80 ;R$ 30,75 ;61,5;Cartão de Crédito;Presencial;Votorantim;Jardim Primavera
27/04/2023;13:10;4012;13;ISCA DE PEIXE;ALIMENTOS; ENTRADAS;6;R$ 59,62 ;R$ 357,72 ;R$ 21,89 ;131,34;Pix;Presencial;Sorocaba;Jardim Paulista
27/04/2023;14:18;4013;29;VINAGRETE DE POLVO;ALIMENTOS; ENTRADAS;5;R$ 75,80 ;R$ 379,00 ;R$ 28,60 ;143;Cartão de Crédito;Delivery;Sorocaba;Jardim do Sol
27/04/2023;20:11;4014;103;PEIXE FRITO MEDIO;ALIMENTOS; PRATOS DE PEIXES FRUTOS DO MAR;5;R$ 189,82 ;R$ 949,10 ;R$ 59,79 ;298,97;Dinheiro;Delivery;Sorocaba;Vila Hortência
28/04/2023;13:46;4015;950;LIMAO SUMO 40ML;BEBIDAS NAO ALCOOLICAS ; SUCOS DE FRUTA;5;R$ 2,00 ;R$ 10,00 ;R$ 0,90 ;4,51;Cartão de Crédito;Delivery;Votorantim;Jardim Serrano
28/04/2023;19:12;4016;300;ARROZ BRANCO;ALIMENTOS; ACOMPANHAMENTOS;1;R$ 4,00 ;R$ 4,00 ;R$ 0,76 ;0,76;Cartão de Crédito;Presencial;Sorocaba;Jardim Piazza Di Roma
28/04/2023;12:41;4017;1101;REFRIGERANTE SPRITE FRESH LIMAO 510ML PET;BEBIDAS NAO ALCOOLICAS ; REFRIGERANTE;3;R$ 5,00 ;R$ 15,00 ;R$ 2,99 ;8,97;Pix;Presencial;Votorantim;Jardim Serrano
28/04/2023;20:21;4018;954;AGUA MINERAL INDAIA COM GAS 500ML;BEBIDAS NAO ALCOOLICAS ; AGUA MINERAL;16;R$ 5,05 ;R$ 80,80 ;R$ 1,34 ;21,48;Cartão de Crédito;Delivery;Sorocaba;Jardim Tulipas
28/04/2023;19:48;4019;930;REFRIGERANTE LATA COCA COLA 350ML;BEBIDAS NAO ALCOOLICAS ; REFRIGERANTE;15;R$ 6,00 ;R$ 90,00 ;R$ 2,64 ;39,6;Pix;Presencial;Votorantim;Vila Nova
28/04/2023;13:33;4020;931;REFRIGERANTE LATA COCA ZERO 350ML;BEBIDAS NAO ALCOOLICAS ; REFRIGERANTE;8;R$ 6,50 ;R$ 52,00 ;R$ 2,77 ;22,14;Dinheiro;Delivery;Sorocaba;Jardim Vergueiro
28/04/2023;20:53;4021;672;REFRIGERANTE TONICA CITRUS SCHWEPPES;BEBIDAS NAO ALCOOLICAS ; REFRIGERANTE;3;R$ 7,00 ;R$ 21,00 ;R$ 2,64 ;7,92;Cartão de Crédito;Delivery;Votorantim;Vila Nova
28/04/2023;20:55;4022;2649;REFRIGERANTE COCA COLA 1 LT;BEBIDAS NAO ALCOOLICAS ; REFRIGERANTE;2;R$ 7,00 ;R$ 14,00 ;R$ 5,56 ;11,12;Cartão de Crédito;Delivery;Sorocaba;Jardim Tulipas
28/04/2023;20:40;4023;504;CACHACA YPIOCA 150 ANOS DOSE;BEBIDAS ALCOOLICAS ; CACHACAS;3;R$ 7,87 ;R$ 23,61 ;R$ 3,79 ;11,37;Cartão de Crédito;Presencial;Sorocaba;Jardim Piazza Di Roma
28/04/2023;14:55;4024;866;CERVEJA LN SOL PREMIUM 330ML;BEBIDAS ALCOOLICAS ; CERVEJA LONG NECK;2;R$ 7,87 ;R$ 15,74 ;R$ 5,66 ;11,32;Pix;Presencial;Sorocaba;Vila Hortência
28/04/2023;20:42;4025;867;CERVEJA LATA DEVASSA LAGER 350ML;BEBIDAS ALCOOLICAS ; CERVEJA LONG NECK;1;R$ 9,57 ;R$ 9,57 ;R$ 2,84 ;2,84;Cartão de Crédito;Delivery;Votorantim;Jardim Serrano
28/04/2023;14:23;4026;960;SUCO COPO CAJA;BEBIDAS NAO ALCOOLICAS ; SUCOS DE FRUTA;5;R$ 9,74 ;R$ 48,70 ;R$ 3,89 ;19,47;Cartão de Crédito;Presencial;Sorocaba;Jardim São Paulo
28/04/2023;12:11;4027;402;WHISKY BLACK WHITE DOSE;BEBIDAS ALCOOLICAS ; WHISKIES;8;R$ 9,90 ;R$ 79,20 ;R$ 2,72 ;21,72;Dinheiro;Presencial;Sorocaba;Vila Serrana
28/04/2023;11:03;4028;562;LICOR 43 DOSE;BEBIDAS ALCOOLICAS ; DESTILADOS DIVERSOS;1;R$ 19,52 ;R$ 19,52 ;R$ 10,13 ;10,13;Cartão de Crédito;Presencial;Sorocaba;Jardim São Paulo
28/04/2023;19:43;4029;241;CAIP FRUTA YPIOCA;DRINKS; CAIPIROSCAS DE FRUTA;2;R$ 19,84 ;R$ 39,68 ;R$ 2,72 ;5,44;Dinheiro;Presencial;Votorantim;Jardim Tatiana
28/04/2023;11:22;4030;632;CAIP ESPECIAIS VODKA SMIRNOFF;DRINKS; COQUETEIS;1;R$ 25,62 ;R$ 25,62 ;R$ 9,67 ;9,67;Pix;Presencial;Sorocaba;Jardim São Paulo
28/04/2023;14:23;4031;2258;BROWNIE COMPLETO COM SORVETE UN; DOCES ; TORTAS ;2;R$ 25,70 ;R$ 51,40 ;R$ 12,98 ;25,95;Dinheiro;Presencial;Sorocaba;Jardim São Paulo
28/04/2023;11:26;4032;781;COQUETEL MOSCOW MULE;DRINKS; COQUETEIS;2;R$ 26,75 ;R$ 53,50 ;R$ 7,05 ;14,1;Dinheiro;Delivery;Sorocaba;Jardim São Paulo
28/04/2023;20:55;4033;755;COQUETEL BLOND CITRUS HIGHBALL;DRINKS; COQUETEIS;2;R$ 26,90 ;R$ 53,80 ;R$ 16,93 ;33,86;Cartão de Crédito;Presencial;Sorocaba;Jardim Tulipas
28/04/2023;13:23;4034;15;BATATA FRITA;ALIMENTOS; ENTRADAS;19;R$ 27,82 ;R$ 528,58 ;R$ 8,07 ;153,33;Pix;Presencial;Sorocaba;Jardim Paulista
28/04/2023;21:17;4035;16;MACAXEIRA FRITA;ALIMENTOS; ENTRADAS;2;R$ 27,86 ;R$ 55,72 ;R$ 2,29 ;4,58;Cartão de Crédito;Presencial;Votorantim;Vossoroca
28/04/2023;22:38;4036;769;COQUETEL APEROL SPRITZ;DRINKS; COQUETEIS;2;R$ 29,84 ;R$ 59,68 ;R$ 13,06 ;26,12;Pix;Presencial;Sorocaba;Campolim
28/04/2023;11:01;4037;81;BOLINHA DE CARNE DO SOL COM QUEIJO;ALIMENTOS; ENTRADAS;1;R$ 38,71 ;R$ 38,71 ;R$ 5,69 ;5,69;Dinheiro;Presencial;Sorocaba;Jardim Vergueiro
28/04/2023;20:47;4038;205;PANELADA 200 GRAMAS;ALIMENTOS; ENTRADAS;5;R$ 38,79 ;R$ 193,95 ;R$ 5,59 ;27,95;Cartão de Crédito;Delivery;Votorantim;Jardim Serrano
28/04/2023;19:36;4039;13;ISCA DE PEIXE;ALIMENTOS; ENTRADAS;14;R$ 59,62 ;R$ 834,68 ;R$ 21,89 ;306,45;Pix;Presencial;Sorocaba;Campolim
28/04/2023;20:16;4040;171;ARROZ DE CAMARAO;ALIMENTOS; PRATOS RISOTOS;1;R$ 60,00 ;R$ 60,00 ;R$ 40,37 ;40,37;Cartão de Crédito;Presencial;Votorantim;Jardim Tatiana
28/04/2023;19:08;4041;231;CARNE DE SOL NORDESTINA;ALIMENTOS; PRATOS DE CARNES;2;R$ 107,58 ;R$ 215,16 ;R$ 19,79 ;39,58;Dinheiro;Presencial;Sorocaba;Vila Hortência
28/04/2023;20:38;4042;200;FILE MIGNON ALTO;ALIMENTOS; PRATOS DE CARNES;1;R$ 139,90 ;R$ 139,90 ;R$ 45,53 ;45,53;Pix;Presencial;Votorantim;Jardim Primavera
28/04/2023;21:02;4043;6;FILE DE PEIXE NO PAPILOTE;ALIMENTOS; PRATOS DE PEIXES FRUTOS DO MAR;2;R$ 156,85 ;R$ 313,70 ;R$ 45,65 ;91,3;Pix;Presencial;Sorocaba;Jardim Piazza Di Roma
28/04/2023;14:05;4044;113;PEIXE A DELICIA;ALIMENTOS; PRATOS DE PEIXES FRUTOS DO MAR;2;R$ 157,20 ;R$ 314,40 ;R$ 65,77 ;131,54;Pix;Delivery;Sorocaba;Jardim Piazza Di Roma
28/04/2023;12:22;4045;282;SALMAO TERIYAK;ALIMENTOS; PRATOS DE PEIXES FRUTOS DO MAR;2;R$ 159,90 ;R$ 319,80 ;R$ 58,17 ;116,34;Cartão de Crédito;Delivery;Sorocaba;Jardim Europa
29/04/2023;21:56;4046;950;LIMAO SUMO 40ML;BEBIDAS NAO ALCOOLICAS ; SUCOS DE FRUTA;13;R$ 2,00 ;R$ 26,00 ;R$ 0,90 ;11,73;Pix;Delivery;Votorantim;Vila Nova
29/04/2023;20:39;4047;57;AGUA INDAIA S/ GAS 500ML;BEBIDAS NAO ALCOOLICAS ; AGUA MINERAL;1;R$ 4,90 ;R$ 4,90 ;R$ 1,15 ;1,15;Pix;Presencial;Sorocaba;Jardim Tulipas
29/04/2023;20:50;4048;1101;REFRIGERANTE SPRITE FRESH LIMAO 510ML PET;BEBIDAS NAO ALCOOLICAS ; REFRIGERANTE;6;R$ 5,00 ;R$ 30,00 ;R$ 2,99 ;17,94;Cartão de Crédito;Delivery;Votorantim;Jardim Tatiana
29/04/2023;11:32;4049;902;REFRIGERANTE KS KUAT 290ML;BEBIDAS NAO ALCOOLICAS ; REFRIGERANTE;2;R$ 5,49 ;R$ 10,98 ;R$ 1,52 ;3,04;Dinheiro;Presencial;Sorocaba;Jardim Piazza Di Roma
29/04/2023;21:24;4050;995;REFRIGERANTE LATA FANTA GUARANA  350ML;BEBIDAS NAO ALCOOLICAS ; REFRIGERANTE;3;R$ 6,50 ;R$ 19,50 ;R$ 2,44 ;7,32;Pix;Presencial;Votorantim;Jardim Primavera
29/04/2023;14:39;4051;935;REFRIGERANTE LATA FANTA UVA 350ML;BEBIDAS NAO ALCOOLICAS ; REFRIGERANTE;5;R$ 6,50 ;R$ 32,50 ;R$ 2,44 ;12,2;Cartão de Crédito;Delivery;Sorocaba;Jardim São Paulo
29/04/2023;14:20;4052;929;COCO VERDE UND;BEBIDAS NAO ALCOOLICAS ; COCO VERDE;214;R$ 6,69 ;R$ 1.431,66 ;R$ 2,00 ;428;Pix;Delivery;Votorantim;Vossoroca
29/04/2023;14:21;4053;651;REFRIGERANTE TONICA SCHWEPPES LATA 350ML;BEBIDAS NAO ALCOOLICAS ; REFRIGERANTE;3;R$ 7,00 ;R$ 21,00 ;R$ 2,61 ;7,83;Cartão de Crédito;Presencial;Sorocaba;Jardim do Sol
29/04/2023;19:18;4054;2649;REFRIGERANTE COCA COLA 1 LT;BEBIDAS NAO ALCOOLICAS ; REFRIGERANTE;1;R$ 7,00 ;R$ 7,00 ;R$ 5,56 ;5,56;Dinheiro;Presencial;Sorocaba;Jardim Tulipas
29/04/2023;22:18;4055;900;REFRIGERANTE KS COCA COLA 290ML;BEBIDAS NAO ALCOOLICAS ; REFRIGERANTE;143;R$ 7,81 ;R$ 1.116,83 ;R$ 2,03 ;290,29;Cartão de Crédito;Presencial;Sorocaba;Campolim
29/04/2023;22:08;4056;1119;CAJUINA  BRASILEIRA  275ML;BEBIDAS NAO ALCOOLICAS ; REFRIGERANTE;6;R$ 7,90 ;R$ 47,40 ;R$ 0,01 ;0,06;Cartão de Crédito;Delivery;Votorantim;Jardim Primavera
29/04/2023;14:42;4057;970;SUCO COPO LIMAO;BEBIDAS NAO ALCOOLICAS ; SUCOS DE FRUTA;6;R$ 9,53 ;R$ 57,18 ;R$ 1,34 ;8,03;Cartão de Crédito;Presencial;Votorantim;Jardim Tatiana
29/04/2023;13:49;4058;964;SUCO COPO LARANJA;BEBIDAS NAO ALCOOLICAS ; SUCOS DE FRUTA;29;R$ 9,84 ;R$ 285,36 ;R$ 3,44 ;99,79;Pix;Delivery;Votorantim;Jardim Primavera
29/04/2023;19:28;4059;402;WHISKY BLACK WHITE DOSE;BEBIDAS ALCOOLICAS ; WHISKIES;1;R$ 9,90 ;R$ 9,90 ;R$ 2,72 ;2,72;Pix;Presencial;Sorocaba;Vila Hortência
29/04/2023;13:44;4060;583;GIN GORDONS DOSE;BEBIDAS ALCOOLICAS ; DESTILADOS DIVERSOS;20;R$ 10,90 ;R$ 218,00 ;R$ 4,49 ;89,8;Cartão de Crédito;Presencial;Sorocaba;Jardim Vergueiro
29/04/2023;14:41;4061;966;SUCO COPO MORANGO;BEBIDAS NAO ALCOOLICAS ; SUCOS DE FRUTA;9;R$ 12,78 ;R$ 115,02 ;R$ 3,06 ;27,5;Dinheiro;Presencial;Votorantim;Jardim Tatiana
29/04/2023;22:40;4062;972;SUCO COPO LIMONADA SUICA;BEBIDAS NAO ALCOOLICAS ; SUCOS DE FRUTA;2;R$ 12,84 ;R$ 25,68 ;R$ 1,96 ;3,92;Pix;Delivery;Sorocaba;Campolim
29/04/2023;14:08;4063;967;SUCO COPO KIWI;BEBIDAS NAO ALCOOLICAS ; SUCOS DE FRUTA;2;R$ 12,86 ;R$ 25,72 ;R$ 2,32 ;4,64;Dinheiro;Presencial;Sorocaba;Jardim São Paulo
29/04/2023;22:07;4064;826;CERVEJA EISENBAHN PILSEN LONG NECK 355ML;BEBIDAS ALCOOLICAS ; CERVEJA LONG NECK;3;R$ 13,90 ;R$ 41,70 ;R$ 5,18 ;15,54;Cartão de Crédito;Presencial;Votorantim;Jardim Primavera
29/04/2023;19:27;4065;811;CERVEJA TIGER 600ML;BEBIDAS ALCOOLICAS ; CERVEJAS 600ML;42;R$ 13,90 ;R$ 583,80 ;R$ 5,61 ;235,62;Dinheiro;Presencial;Sorocaba;Campolim
29/04/2023;20:31;4066;1911;SOBREMESA PUDIM DE LEITE UND; DOCES ; TORTAS ;1;R$ 14,79 ;R$ 14,79 ;R$ 2,80 ;2,8;Pix;Delivery;Votorantim;Jardim Tatiana
29/04/2023;11:03;4067;842;CERVEJA HEINEKEN LN 330ML;BEBIDAS ALCOOLICAS ; CERVEJA LONG NECK;23;R$ 15,87 ;R$ 365,01 ;R$ 4,82 ;110,95;Pix;Delivery;Sorocaba;Jardim São Paulo
29/04/2023;13:18;4068;311;BAIAO DE DOIS;ALIMENTOS; ACOMPANHAMENTOS;1;R$ 17,63 ;R$ 17,63 ; R$ -   ; -   ;Cartão de Crédito;Presencial;Sorocaba;Campolim
29/04/2023;11:47;4069;926;ENERGETICO RED BULL 250ML;BEBIDAS NAO ALCOOLICAS ; REFRIGERANTE;7;R$ 19,51 ;R$ 136,57 ;R$ 7,66 ;53,62;Dinheiro;Delivery;Sorocaba;Jardim do Sol
29/04/2023;11:09;4070;241;CAIP FRUTA YPIOCA;DRINKS; CAIPIROSCAS DE FRUTA;38;R$ 19,84 ;R$ 753,92 ;R$ 2,72 ;103,29;Pix;Presencial;Sorocaba;Jardim Europa
29/04/2023;20:08;4071;558;VODKA SMIRNOFF ICE 275ML UND;BEBIDAS ALCOOLICAS ; VODKAS;4;R$ 19,90 ;R$ 79,60 ;R$ 7,54 ;30,18;Cartão de Crédito;Presencial;Sorocaba;Jardim Tulipas
29/04/2023;12:23;4072;341;PACOCA;ALIMENTOS; ACOMPANHAMENTOS;3;R$ 19,93 ;R$ 59,79 ;R$ 4,02 ;12,06;Pix;Presencial;Sorocaba;Jardim São Paulo
29/04/2023;13:17;4073;601;CAIP FRUTAS MISTAS YPIOCA;DRINKS; CAIPIROSCAS MISTAS;5;R$ 20,77 ;R$ 103,85 ;R$ 3,46 ;17,3;Cartão de Crédito;Presencial;Sorocaba;Jardim Vergueiro
29/04/2023;22:02;4074;67;PASTEL CARNE DO SOL COM QUEIJO 06 UNIDADE;ALIMENTOS; ENTRADAS;31;R$ 24,73 ;R$ 766,63 ;R$ 5,71 ;176,95;Pix;Presencial;Sorocaba;Jardim Piazza Di Roma
29/04/2023;14:53;4075;63;PASTEL PIZZA 06 UNIDADE;ALIMENTOS; ENTRADAS;8;R$ 24,80 ;R$ 198,40 ;R$ 2,08 ;16,64;Cartão de Crédito;Presencial;Sorocaba;Jardim São Paulo
29/04/2023;14:44;4076;1903;SOBREMESA CHAPEU DE PALHA; DOCES ; TORTAS ;2;R$ 24,90 ;R$ 49,80 ;R$ 33,70 ;67,4;Cartão de Crédito;Delivery;Sorocaba;Campolim
29/04/2023;13:22;4077;1912;SOBREMESA PETIT GATEAU UND; DOCES ; TORTAS ;5;R$ 25,81 ;R$ 129,05 ;R$ 7,84 ;39,2;Cartão de Crédito;Delivery;Sorocaba;Jardim Paulista
29/04/2023;11:43;4078;781;COQUETEL MOSCOW MULE;DRINKS; COQUETEIS;1;R$ 26,75 ;R$ 26,75 ;R$ 7,05 ;7,05;Pix;Presencial;Sorocaba;Jardim São Paulo
29/04/2023;20:26;4079;690;CAIP FRUTA VODKA KETEL ONE;DRINKS; CAIPIROSCAS DE FRUTA;1;R$ 26,88 ;R$ 26,88 ;R$ 10,63 ;10,63;Pix;Presencial;Votorantim;Vossoroca
29/04/2023;21:00;4080;763;COQUETEL MOJITO;DRINKS; COQUETEIS;1;R$ 26,90 ;R$ 26,90 ;R$ 6,72 ;6,72;Dinheiro;Delivery;Votorantim;Vossoroca
29/04/2023;19:52;4081;785;COQUETEL GORDONS TONIC CAJU DA TERRA;DRINKS; COQUETEIS;3;R$ 26,90 ;R$ 80,70 ;R$ 10,34 ;31,02;Cartão de Crédito;Presencial;Votorantim;Vossoroca
29/04/2023;13:45;4082;884;CERVEJA BADEN AMERICAN IPA LONG NECK 600ML;BEBIDAS ALCOOLICAS ; CERVEJA LONG NECK;2;R$ 26,90 ;R$ 53,80 ;R$ 11,12 ;22,24;Pix;Presencial;Sorocaba;Jardim Paulista
29/04/2023;11:19;4083;770;COQUETEL TANQUERAY  TONIC;DRINKS; COQUETEIS;2;R$ 31,90 ;R$ 63,80 ;R$ 13,09 ;26,19;Dinheiro;Presencial;Sorocaba;Jardim Europa
29/04/2023;13:32;4084;115;SURURU;ALIMENTOS; ENTRADAS;3;R$ 34,76 ;R$ 104,28 ;R$ 9,27 ;27,81;Pix;Delivery;Sorocaba;Jardim São Paulo
